159,24.80,7.81,565
162,24.80,8.78,595
162,24.10,7.66,538
158,24.10,7.69,622
160,24.10,7.82,600
162,24.10,7.59,608
165,22.90,8.66,562
167,22.90,7.8,637
168,22.90,7.83,627
170,22.90,7.52,689
171,22.3,7.95,756
175,23.3,8.14,838
177,24.3,8.39,852
179,25.3,8.54,945
171,21.10,8.74,742
173,21.10,8.78,817
174,21.10,8.93,806
174,21.10,9,829
159,24.80,7.81,565
